order_status,country,customer_type,year_month,net_revenue
Shipped,France,Repeat,2021-05-01,19.99
Shipped,United States,Repeat,2019-04-01,19.99
Shipped,United States,Repeat,2022-05-01,19.99
Shipped,China,One-Time,2023-10-01,19.99
Shipped,South Korea,Repeat,2022-09-01,19.99
Shipped,Australia,One-Time,2023-06-01,19.99
Shipped,Brasil,Repeat,2024-01-01,19.99
Shipped,United States,One-Time,2024-01-01,19.99
Shipped,Brasil,Repeat,2022-04-01,19.99
Shipped,China,Repeat,2022-04-01,19.99
Shipped,United Kingdom,One-Time,,19.99
Shipped,China,One-Time,2021-10-01,19.99
Shipped,Brasil,Repeat,2023-05-01,19.99
Shipped,China,One-Time,2023-05-01,19.99
Shipped,Brasil,One-Time,2022-12-01,19.99
Shipped,United States,Repeat,2023-07-01,19.99
Shipped,China,Repeat,2021-06-01,19.99
Shipped,China,One-Time,2023-04-01,19.99
Shipped,United States,Repeat,2022-01-01,19.99
Shipped,China,One-Time,2023-07-01,19.99
Shipped,Brasil,Repeat,2022-01-01,19.99
Shipped,United States,One-Time,2023-08-01,19.99
Shipped,France,One-Time,2021-11-01,19.99
Shipped,China,Repeat,2023-10-01,19.99
Shipped,China,Repeat,2022-09-01,19.99
Shipped,Australia,Repeat,2022-07-01,19.99
Shipped,Germany,Repeat,2022-11-01,19.99
Shipped,China,Repeat,2022-08-01,19.99
Shipped,Brasil,One-Time,2023-12-01,19.99
Shipped,China,Repeat,2021-10-01,19.99
Shipped,China,Repeat,2021-08-01,19.99
Shipped,United Kingdom,Repeat,2024-01-01,19.99
Shipped,South Korea,Repeat,2020-06-01,19.99
Shipped,France,Repeat,2023-05-01,19.99
Shipped,United Kingdom,Repeat,2023-06-01,19.99
Shipped,Germany,Repeat,2023-11-01,19.99
Shipped,China,One-Time,2024-01-01,19.99
Shipped,Brasil,Repeat,2022-05-01,19.99
Shipped,France,Repeat,2022-04-01,19.99
Shipped,United States,Repeat,2023-09-01,19.99
Shipped,Japan,One-Time,2023-10-01,19.99
Shipped,Japan,One-Time,2023-10-01,19.99
Shipped,Brasil,Repeat,2022-06-01,19.99
Shipped,Brasil,Repeat,2023-03-01,19.99
Shipped,South Korea,One-Time,2023-05-01,19.99
Shipped,Germany,Repeat,2022-06-01,19.99
Shipped,China,Repeat,2022-07-01,19.99
Shipped,China,One-Time,2023-07-01,19.99
Shipped,China,Repeat,2023-11-01,19.99
Shipped,China,Repeat,2020-07-01,19.99
Shipped,Brasil,Repeat,2021-06-01,19.99
Shipped,Brasil,Repeat,2023-12-01,19.99
Shipped,Brasil,One-Time,2020-04-01,19.99
Shipped,United States,One-Time,2023-07-01,19.99
Shipped,Brasil,One-Time,2021-07-01,19.99
Shipped,Brasil,Repeat,2020-09-01,19.99
Shipped,China,One-Time,2022-09-01,19.99
Shipped,Spain,One-Time,2023-12-01,19.99
Shipped,South Korea,Repeat,2021-04-01,19.99
Shipped,Brasil,Repeat,,19.99
Shipped,United Kingdom,Repeat,2023-10-01,19.99
Shipped,United Kingdom,One-Time,2023-11-01,19.99
Shipped,United States,Repeat,,19.99
Shipped,South Korea,Repeat,2022-06-01,19.99
Shipped,China,Repeat,2022-09-01,19.99
Shipped,United States,One-Time,2022-02-01,19.99
Shipped,China,Repeat,2021-05-01,19.99
Shipped,France,Repeat,2023-12-01,19.99
Shipped,China,Repeat,2022-10-01,19.99
Shipped,United States,One-Time,2023-07-01,19.99
Shipped,China,One-Time,2023-04-01,19.99
Shipped,Spain,Repeat,2022-11-01,19.99
Shipped,United States,Repeat,,19.99
Shipped,France,Repeat,2021-05-01,19.99
Shipped,France,Repeat,2023-10-01,19.99
Shipped,China,Repeat,2023-04-01,19.99
Shipped,France,Repeat,2022-11-01,19.99
Shipped,South Korea,Repeat,2023-02-01,19.99
Shipped,France,One-Time,2022-01-01,19.99
Shipped,Brasil,One-Time,2023-06-01,19.99
Shipped,United States,One-Time,2022-04-01,19.99
Shipped,United States,Repeat,2023-03-01,19.99
Shipped,United States,Repeat,2021-07-01,19.99
Shipped,Spain,Repeat,2024-01-01,19.99
Shipped,China,One-Time,2023-07-01,19.99
Shipped,United States,One-Time,2022-02-01,19.99
Shipped,United States,Repeat,2023-12-01,19.99
Shipped,Australia,One-Time,2023-07-01,19.99
Shipped,China,One-Time,2022-03-01,19.99
Shipped,China,Repeat,2021-09-01,19.99
Shipped,United States,Repeat,2021-01-01,19.99
Shipped,Spain,Repeat,2023-01-01,19.99
Shipped,United Kingdom,Repeat,2020-07-01,19.99
Shipped,Australia,Repeat,2020-08-01,19.99
Shipped,France,Repeat,2022-08-01,19.99
Shipped,Brasil,Repeat,2022-07-01,19.99
Shipped,Germany,Repeat,,19.99
Shipped,China,One-Time,2023-12-01,19.99
Shipped,United States,One-Time,2023-05-01,19.99
Shipped,United States,One-Time,2023-10-01,19.99
Shipped,South Korea,One-Time,2023-09-01,19.99
Shipped,Poland,Repeat,2023-03-01,19.99
Shipped,Germany,One-Time,2023-10-01,19.99
Shipped,Brasil,Repeat,2023-11-01,19.99
Shipped,China,Repeat,2023-11-01,19.99
Shipped,China,Repeat,2022-10-01,19.99
Shipped,China,One-Time,2023-12-01,19.99
Shipped,United States,Repeat,2021-04-01,19.99
Shipped,China,One-Time,2022-09-01,19.99
Shipped,Brasil,Repeat,2022-03-01,19.99
Shipped,China,One-Time,2023-05-01,19.99
Shipped,Japan,Repeat,2023-08-01,19.99
Shipped,China,Repeat,2023-10-01,19.99
Shipped,Germany,Repeat,2023-05-01,19.99
Shipped,United States,One-Time,2023-10-01,19.99
Shipped,China,Repeat,2023-11-01,19.99
Shipped,United Kingdom,Repeat,2023-04-01,19.99
Shipped,United States,One-Time,2022-11-01,19.99
Shipped,Brasil,One-Time,2022-06-01,19.99
Shipped,United States,Repeat,2020-01-01,19.99
Shipped,China,Repeat,2023-04-01,19.99
Shipped,Spain,One-Time,2022-08-01,19.99
Shipped,Brasil,One-Time,2023-06-01,19.99
Shipped,United States,Repeat,2021-01-01,19.99
Shipped,United States,Repeat,2023-10-01,19.99
Shipped,Brasil,One-Time,2024-01-01,19.99
Shipped,Brasil,Repeat,2023-09-01,19.99
Shipped,China,One-Time,2023-02-01,19.99
Shipped,Brasil,One-Time,2023-10-01,19.99
Shipped,France,Repeat,2021-12-01,19.99
Shipped,China,Repeat,2024-01-01,19.99
Shipped,China,Repeat,2023-08-01,19.99
Shipped,United States,Repeat,2023-03-01,19.99
Shipped,United States,One-Time,2020-11-01,19.99
Shipped,Germany,Repeat,2021-04-01,19.99
Shipped,United States,Repeat,2024-01-01,19.99
Shipped,United States,One-Time,2023-03-01,19.99
Shipped,Germany,Repeat,2023-02-01,19.99
Shipped,United States,One-Time,2023-03-01,19.99
Shipped,United States,Repeat,2022-03-01,19.99
Shipped,China,Repeat,2023-08-01,19.99
Shipped,China,Repeat,2023-09-01,19.99
Shipped,United States,One-Time,2022-01-01,19.99
Shipped,Brasil,Repeat,2020-07-01,19.99
Shipped,United States,Repeat,2022-09-01,19.99
Shipped,United States,Repeat,2022-02-01,19.99
Shipped,United States,One-Time,2019-12-01,19.99
Shipped,Australia,Repeat,2021-07-01,19.99
Shipped,China,Repeat,2023-03-01,19.99
Shipped,China,One-Time,2022-06-01,19.99
Shipped,United Kingdom,Repeat,2023-09-01,19.99
Shipped,China,Repeat,2020-05-01,19.99
Shipped,United States,One-Time,2021-03-01,19.99
Shipped,Brasil,Repeat,2023-12-01,19.99
Shipped,China,Repeat,2023-11-01,19.99
Shipped,China,Repeat,2022-05-01,19.99
Shipped,United States,Repeat,2023-10-01,19.99
Shipped,China,One-Time,2023-07-01,19.99
Shipped,United States,One-Time,2021-04-01,19.99
Shipped,China,Repeat,2019-06-01,19.99
Shipped,China,Repeat,2022-07-01,19.99
Shipped,United Kingdom,One-Time,2022-02-01,19.99
Shipped,China,Repeat,2023-06-01,19.99
Shipped,United States,One-Time,,19.99
Shipped,Brasil,Repeat,2021-07-01,19.99
Shipped,United States,Repeat,2023-07-01,19.99
Shipped,China,Repeat,2020-03-01,19.99
Shipped,Brasil,Repeat,2022-11-01,19.99
Shipped,Brasil,Repeat,2022-09-01,19.99
Shipped,United States,One-Time,2022-10-01,19.99
Shipped,China,One-Time,2020-12-01,19.99
Shipped,United States,Repeat,2022-05-01,19.99
Shipped,South Korea,One-Time,2023-11-01,19.99
Shipped,China,Repeat,2022-12-01,19.99
Shipped,China,One-Time,2022-11-01,19.99
Shipped,China,Repeat,2023-11-01,19.99
Shipped,Germany,Repeat,2023-01-01,19.99
Shipped,United States,One-Time,2022-10-01,19.99
Shipped,China,Repeat,2021-02-01,19.99
Shipped,Germany,One-Time,2023-08-01,19.99
Shipped,Germany,Repeat,2023-05-01,19.99
Shipped,United States,Repeat,2021-05-01,19.99
Shipped,United States,Repeat,2023-11-01,19.99
Shipped,China,One-Time,2023-10-01,19.99
Shipped,United States,One-Time,2023-07-01,19.99
Shipped,China,Repeat,2019-07-01,19.99
Shipped,China,Repeat,2024-01-01,19.99
Shipped,United States,One-Time,2023-11-01,19.99
Shipped,Germany,Repeat,2022-10-01,19.99
Shipped,China,Repeat,2020-06-01,19.99
Shipped,China,One-Time,2023-10-01,19.99
Shipped,China,One-Time,2023-03-01,19.99
Shipped,China,One-Time,2023-11-01,19.99
Shipped,South Korea,Repeat,2022-11-01,19.99
Shipped,United States,One-Time,2019-12-01,19.99
Shipped,China,Repeat,2023-05-01,19.99
Shipped,United States,Repeat,2023-12-01,19.99
Shipped,United States,One-Time,2023-11-01,19.99
Shipped,China,Repeat,2023-03-01,19.99
Shipped,China,Repeat,2023-10-01,19.99
Shipped,France,Repeat,2019-06-01,19.99
Shipped,France,Repeat,2022-09-01,19.99
Shipped,France,Repeat,2022-11-01,19.99
Shipped,China,One-Time,2023-09-01,19.99
Shipped,France,Repeat,2020-09-01,19.99
Shipped,United States,Repeat,2022-11-01,19.99
Shipped,South Korea,Repeat,2023-03-01,19.99
Shipped,China,Repeat,2021-09-01,19.99
Shipped,China,One-Time,2022-03-01,19.99
Shipped,China,One-Time,2023-12-01,19.99
Shipped,China,One-Time,2023-05-01,19.99
Shipped,China,One-Time,2021-04-01,19.99
Shipped,China,One-Time,2020-04-01,19.99
Shipped,China,One-Time,2022-06-01,19.99
Shipped,China,Repeat,2023-08-01,19.99
Shipped,Brasil,One-Time,2024-01-01,19.99
Shipped,China,Repeat,2020-05-01,19.99
Shipped,United States,Repeat,2022-05-01,19.99
Shipped,South Korea,Repeat,2021-06-01,19.99
Shipped,United Kingdom,One-Time,2023-09-01,19.99
Shipped,United States,One-Time,2023-02-01,19.99
Shipped,United States,One-Time,2023-07-01,19.99
Shipped,Brasil,One-Time,,19.99
Shipped,China,Repeat,2020-08-01,19.99
Shipped,South Korea,One-Time,2022-08-01,19.99
Shipped,Spain,Repeat,2021-12-01,19.99
Shipped,China,One-Time,2021-04-01,19.99
Shipped,France,Repeat,2023-09-01,19.99
Shipped,Brasil,One-Time,2022-11-01,19.99
Shipped,Brasil,Repeat,,19.99
Shipped,Brasil,One-Time,2023-01-01,19.99
Shipped,China,Repeat,2022-03-01,19.99
Shipped,China,One-Time,2021-02-01,19.99
Shipped,United Kingdom,Repeat,2022-09-01,19.99
Shipped,United Kingdom,One-Time,2022-08-01,19.99
Shipped,Japan,Repeat,2021-12-01,19.99
Shipped,United States,One-Time,2023-11-01,19.99
Shipped,Spain,One-Time,2022-07-01,19.99
Shipped,China,One-Time,2022-05-01,19.99
Shipped,South Korea,One-Time,2023-11-01,19.99
Shipped,Belgium,Repeat,2023-08-01,19.99
Shipped,China,Repeat,2023-01-01,19.99
Shipped,China,One-Time,2023-02-01,19.99
Shipped,Brasil,One-Time,2023-02-01,19.99
Shipped,Germany,Repeat,2023-10-01,19.99
Shipped,United Kingdom,One-Time,2023-08-01,19.99
Shipped,Brasil,One-Time,2023-05-01,19.99
Shipped,China,Repeat,2022-04-01,19.99
Shipped,China,One-Time,2023-12-01,19.99
Shipped,Brasil,One-Time,2023-11-01,19.99
Shipped,China,One-Time,2023-08-01,19.99
Shipped,United States,One-Time,2023-12-01,19.99
Shipped,China,One-Time,2023-04-01,19.99
Shipped,Brasil,Repeat,2023-08-01,19.99
Shipped,United States,Repeat,2023-07-01,19.99
Shipped,Belgium,Repeat,2023-04-01,19.99
Shipped,United States,One-Time,2022-08-01,19.99
Shipped,China,One-Time,2023-07-01,19.99
Shipped,United States,One-Time,2023-08-01,19.99
Shipped,China,One-Time,2023-12-01,19.99
Shipped,United States,Repeat,2020-12-01,19.99
Shipped,South Korea,One-Time,2020-12-01,19.99
Shipped,Australia,Repeat,2022-06-01,19.99
Shipped,China,One-Time,,19.99
Shipped,Germany,One-Time,2021-08-01,19.99
Shipped,France,One-Time,2023-07-01,19.99
Shipped,Brasil,One-Time,2023-11-01,19.99
Shipped,United States,Repeat,2020-07-01,19.99
Shipped,China,Repeat,2023-06-01,19.99
Shipped,South Korea,Repeat,2022-10-01,19.99
Shipped,United States,One-Time,2023-12-01,19.99
Shipped,China,Repeat,2021-07-01,19.99
Shipped,Brasil,One-Time,2022-10-01,19.99
Shipped,United States,Repeat,2022-05-01,19.99
Shipped,United States,One-Time,2022-08-01,19.99
Shipped,Germany,Repeat,2023-01-01,19.99
Shipped,China,One-Time,2023-12-01,19.99
Shipped,China,Repeat,2021-05-01,19.99
Shipped,United States,Repeat,2023-04-01,19.99
Shipped,United States,Repeat,2023-10-01,19.99
Shipped,China,Repeat,2023-12-01,19.99
Shipped,United Kingdom,One-Time,2020-07-01,19.99
Shipped,Belgium,Repeat,2024-01-01,19.99
Shipped,United States,One-Time,2023-04-01,19.99
Shipped,China,Repeat,2019-06-01,19.99
Shipped,United Kingdom,One-Time,2022-12-01,19.99
Shipped,China,One-Time,2023-06-01,19.99
Shipped,China,Repeat,2022-10-01,19.99
Shipped,China,Repeat,2022-04-01,19.99
Shipped,China,Repeat,2020-07-01,19.99
Shipped,China,Repeat,2023-06-01,19.99
Shipped,Brasil,Repeat,2023-08-01,19.99
Shipped,France,Repeat,2023-08-01,19.99
Shipped,Brasil,Repeat,2023-05-01,19.99
Shipped,China,Repeat,2021-10-01,19.99
Shipped,China,Repeat,2023-11-01,19.99
Shipped,China,Repeat,2023-02-01,19.99
Shipped,Germany,One-Time,2023-05-01,19.99
Shipped,United States,Repeat,2023-03-01,19.99
Shipped,Brasil,Repeat,2023-01-01,19.99
Shipped,United States,Repeat,2022-12-01,19.99
Shipped,China,Repeat,2023-01-01,19.99
Shipped,United States,Repeat,2023-11-01,19.99
Shipped,France,One-Time,2022-12-01,19.99
Shipped,United States,One-Time,2023-01-01,19.99
Shipped,China,Repeat,2022-08-01,19.99
Shipped,United States,One-Time,2023-08-01,19.99
Shipped,Brasil,Repeat,2023-07-01,19.99
Shipped,China,Repeat,2023-09-01,19.99
Shipped,United States,One-Time,2022-12-01,19.99
Shipped,United States,One-Time,2022-03-01,19.99
Shipped,Germany,One-Time,2022-03-01,19.99
Shipped,Brasil,One-Time,2024-01-01,19.99
Shipped,South Korea,One-Time,2021-07-01,19.99
Shipped,United Kingdom,One-Time,2021-06-01,19.99
Shipped,China,One-Time,2021-11-01,19.99
Shipped,Brasil,One-Time,2023-07-01,19.99
Shipped,France,One-Time,2022-06-01,19.99
Shipped,United States,Repeat,2024-01-01,19.99
Shipped,South Korea,Repeat,2020-04-01,19.99
Shipped,China,Repeat,2021-02-01,19.99
Shipped,China,Repeat,2020-04-01,19.99
Shipped,China,One-Time,2023-07-01,19.99
Shipped,United States,Repeat,2023-12-01,19.99
Shipped,United States,Repeat,2020-09-01,19.99
Shipped,South Korea,Repeat,2022-01-01,19.99
Shipped,South Korea,Repeat,2022-01-01,19.99
Shipped,China,One-Time,2023-04-01,19.99
Shipped,China,One-Time,2023-09-01,19.99
Shipped,United States,Repeat,2023-01-01,19.99
Shipped,China,Repeat,2024-01-01,19.99
Shipped,United States,One-Time,2019-12-01,19.99
Shipped,China,One-Time,2020-03-01,19.99
Shipped,Japan,One-Time,2021-12-01,19.99
Shipped,China,Repeat,2023-07-01,19.99
Shipped,China,One-Time,2019-09-01,19.99
Shipped,United States,Repeat,2021-11-01,19.99
Shipped,United States,One-Time,2022-02-01,19.99
Shipped,China,Repeat,2021-05-01,19.99
Shipped,China,One-Time,2020-09-01,19.99
Shipped,China,Repeat,2023-07-01,19.99
Shipped,Brasil,Repeat,2023-09-01,19.99
Shipped,United States,Repeat,2023-01-01,19.99
Shipped,Spain,One-Time,2019-11-01,19.99
Shipped,China,One-Time,2022-05-01,19.99
Shipped,China,Repeat,2019-05-01,19.99
Shipped,United States,Repeat,2020-01-01,19.99
Shipped,China,Repeat,2022-02-01,19.99
Shipped,Spain,Repeat,2021-05-01,19.99
Shipped,United States,One-Time,2021-07-01,19.99
Shipped,United States,One-Time,2023-04-01,19.99
Shipped,United States,One-Time,2023-11-01,19.99
Shipped,China,Repeat,2022-04-01,19.99
Shipped,France,One-Time,2022-12-01,19.99
Shipped,China,Repeat,2023-02-01,19.99
Shipped,Spain,Repeat,2022-06-01,19.99
Shipped,United Kingdom,One-Time,2023-02-01,19.99
Shipped,Brasil,One-Time,2022-11-01,19.99
Shipped,China,Repeat,2023-12-01,19.99
Shipped,China,Repeat,2023-12-01,19.99
Shipped,China,One-Time,2023-11-01,19.99
Shipped,China,One-Time,2023-11-01,19.99
Shipped,China,Repeat,2021-08-01,19.99
Shipped,United Kingdom,Repeat,2023-04-01,19.99
Shipped,United States,Repeat,2021-11-01,19.99
Shipped,China,One-Time,2022-09-01,19.99
Shipped,United States,One-Time,2020-06-01,19.99
Shipped,Australia,Repeat,2022-02-01,19.99
Shipped,South Korea,One-Time,2022-12-01,19.99
Shipped,Spain,Repeat,2022-12-01,19.99
Shipped,China,One-Time,2023-06-01,19.99
Shipped,United States,Repeat,2023-12-01,19.99
Shipped,China,One-Time,2022-12-01,19.99
Shipped,United States,One-Time,2023-08-01,19.99
Shipped,United Kingdom,Repeat,2020-12-01,19.99
Shipped,Belgium,Repeat,2022-10-01,19.99
Shipped,China,Repeat,2021-09-01,19.99
Shipped,Brasil,One-Time,2021-11-01,19.99
Shipped,United States,One-Time,2023-02-01,19.99
Shipped,Brasil,Repeat,2024-01-01,19.99
Shipped,Brasil,One-Time,2022-08-01,19.99
Shipped,China,One-Time,2023-05-01,19.99
Shipped,Brasil,Repeat,2023-06-01,19.99
Shipped,Brasil,One-Time,2023-12-01,19.99
Shipped,United States,One-Time,2022-11-01,19.99
Shipped,China,Repeat,2023-06-01,19.99
Shipped,South Korea,One-Time,2022-10-01,19.99
Shipped,United Kingdom,Repeat,2023-05-01,19.99
Shipped,United States,Repeat,2021-12-01,19.99
Shipped,Brasil,One-Time,2023-07-01,19.99
Shipped,United States,One-Time,2022-03-01,19.99
Shipped,Brasil,Repeat,2023-04-01,19.99
Shipped,China,Repeat,2022-08-01,19.99
Shipped,United States,Repeat,2021-08-01,19.99
Shipped,United States,Repeat,2023-12-01,19.99
Shipped,China,Repeat,2023-12-01,19.99
Shipped,China,Repeat,2023-07-01,19.99
Shipped,China,One-Time,2023-01-01,19.99
Shipped,Brasil,One-Time,2022-11-01,19.99
Shipped,United States,Repeat,2023-12-01,19.99
Shipped,Brasil,Repeat,2023-09-01,19.99
Shipped,Brasil,Repeat,2023-09-01,19.99
Shipped,Spain,Repeat,2023-12-01,19.99
Shipped,China,One-Time,2022-09-01,19.99
Shipped,France,Repeat,2023-12-01,19.99
Shipped,Germany,One-Time,2023-12-01,19.99
Shipped,Brasil,One-Time,2021-04-01,19.99
Shipped,China,Repeat,2023-11-01,19.99
Shipped,United Kingdom,Repeat,2019-09-01,19.99
Shipped,United States,Repeat,2023-02-01,19.99
Shipped,United States,One-Time,2022-04-01,19.99
Shipped,Germany,One-Time,2023-06-01,19.99
Shipped,Spain,Repeat,2023-08-01,19.99
Shipped,Spain,One-Time,2022-10-01,19.99
Shipped,Brasil,One-Time,2023-04-01,19.99
Shipped,China,Repeat,2022-12-01,19.99
Shipped,United States,One-Time,2022-10-01,19.99
Shipped,Spain,One-Time,2022-11-01,19.99
Shipped,China,Repeat,2023-10-01,19.99
Shipped,China,One-Time,2023-08-01,19.99
Shipped,United States,One-Time,2023-09-01,19.99
Shipped,South Korea,Repeat,2020-01-01,19.99
Shipped,Germany,Repeat,2023-11-01,19.99
Shipped,China,Repeat,2023-11-01,19.99
Shipped,Spain,One-Time,2021-02-01,19.99
Shipped,Brasil,Repeat,2024-01-01,19.99
Shipped,China,One-Time,2023-09-01,19.99
Shipped,China,One-Time,2023-10-01,19.99
Shipped,China,One-Time,2023-05-01,19.99
Shipped,China,One-Time,2023-12-01,19.99
Shipped,France,Repeat,2022-09-01,19.99
Shipped,United States,Repeat,2023-11-01,19.99
Shipped,China,One-Time,2021-12-01,19.99
Shipped,China,One-Time,2024-01-01,19.99
Shipped,United States,One-Time,2020-09-01,19.99
Shipped,China,Repeat,2022-09-01,19.99
Shipped,Brasil,Repeat,2020-02-01,19.99
Shipped,Spain,Repeat,2022-01-01,19.99
Shipped,United States,One-Time,2023-01-01,19.99
Shipped,China,Repeat,2023-08-01,19.99
Shipped,United States,Repeat,2023-06-01,19.99
Shipped,China,One-Time,2024-01-01,19.99
Shipped,France,Repeat,2024-01-01,19.99
Shipped,China,Repeat,2022-05-01,19.99
Shipped,Belgium,Repeat,2023-08-01,19.99
Shipped,China,One-Time,2024-01-01,19.99
Shipped,China,One-Time,2021-01-01,19.99
Shipped,China,Repeat,2021-06-01,19.99
Shipped,France,Repeat,2021-08-01,19.99
Shipped,United States,Repeat,2023-12-01,19.99
Shipped,Brasil,Repeat,2023-11-01,19.99
Shipped,China,One-Time,2023-12-01,19.99
Shipped,Brasil,Repeat,2022-08-01,19.99
Shipped,China,Repeat,2022-06-01,19.99
Shipped,China,Repeat,2022-09-01,19.99
Shipped,France,Repeat,2023-11-01,19.99
Shipped,United States,One-Time,2022-11-01,19.99
Shipped,United Kingdom,Repeat,2023-09-01,19.99
Shipped,China,Repeat,2022-06-01,19.99
Shipped,United States,One-Time,2023-04-01,19.99
Shipped,United States,Repeat,2023-12-01,19.99
Shipped,China,One-Time,2023-03-01,19.99
Shipped,Germany,One-Time,2023-02-01,19.99
Shipped,United States,One-Time,2023-04-01,19.99
Shipped,Brasil,Repeat,2021-09-01,19.99
Shipped,South Korea,Repeat,2022-12-01,19.99
Shipped,China,Repeat,2023-05-01,19.99
Shipped,China,One-Time,2024-01-01,19.99
Shipped,Brasil,Repeat,,19.99
Shipped,United States,One-Time,2024-01-01,19.99
Shipped,China,One-Time,2023-08-01,19.99
Shipped,China,One-Time,2023-08-01,19.99
Shipped,China,One-Time,2023-06-01,19.99
Shipped,China,Repeat,2023-12-01,19.99
Shipped,United States,One-Time,2022-05-01,19.99
Shipped,Brasil,One-Time,2021-09-01,19.99
Shipped,United States,One-Time,2021-01-01,19.99
Shipped,South Korea,Repeat,2023-07-01,19.99
Shipped,South Korea,Repeat,2023-11-01,19.99
Shipped,Japan,Repeat,2021-07-01,19.99
Shipped,Spain,One-Time,2023-06-01,19.99
Shipped,United States,Repeat,2023-10-01,19.99
Shipped,United States,Repeat,2023-07-01,19.99
Shipped,Brasil,One-Time,2023-01-01,19.99
Shipped,China,Repeat,2024-01-01,19.99
Shipped,Germany,Repeat,2021-08-01,19.99
Shipped,United States,Repeat,2021-09-01,19.99
Shipped,United States,Repeat,2023-07-01,19.99
Shipped,China,Repeat,2021-05-01,19.99
Shipped,China,Repeat,2023-11-01,19.99
Shipped,France,Repeat,2023-03-01,19.99
Shipped,United States,One-Time,2023-12-01,19.99
Shipped,Brasil,Repeat,2023-01-01,19.99
Shipped,Brasil,Repeat,2021-10-01,19.99
Shipped,United States,One-Time,2022-03-01,19.99
Shipped,China,Repeat,2021-08-01,19.99
Shipped,Australia,Repeat,2023-05-01,19.99
Shipped,United States,One-Time,2023-08-01,19.99
Shipped,France,One-Time,2022-12-01,19.99
Shipped,China,Repeat,2023-06-01,19.99
Shipped,United States,One-Time,2023-11-01,19.99
Shipped,China,One-Time,2022-04-01,19.99
Shipped,United Kingdom,One-Time,2022-12-01,19.99
Shipped,China,Repeat,2023-08-01,19.99
Shipped,United States,One-Time,2023-01-01,19.99
Shipped,China,One-Time,2023-12-01,19.99
Shipped,China,One-Time,2022-02-01,19.99
Shipped,South Korea,One-Time,2022-08-01,19.99
Shipped,South Korea,Repeat,2023-03-01,19.99
Shipped,Brasil,One-Time,2020-01-01,19.99
Shipped,Brasil,Repeat,2023-02-01,19.99
Shipped,United States,Repeat,2024-01-01,19.99
Shipped,France,Repeat,2022-03-01,19.99
Shipped,South Korea,One-Time,2019-07-01,19.99
Shipped,Brasil,Repeat,2023-01-01,19.99
Shipped,Brasil,Repeat,2022-03-01,19.99
Shipped,United States,One-Time,2023-08-01,19.99
Shipped,Spain,Repeat,2024-01-01,19.99
Shipped,China,Repeat,2023-08-01,19.99
Shipped,China,One-Time,2021-04-01,19.99
Cancelled,Japan,Repeat,2023-06-01,0.0
Cancelled,Brasil,One-Time,2023-11-01,0.0
Cancelled,China,One-Time,2023-11-01,0.0
Cancelled,China,Repeat,2022-05-01,0.0
Cancelled,China,Repeat,2022-05-01,0.0
Cancelled,Brasil,Repeat,2022-11-01,0.0
Cancelled,China,One-Time,2023-10-01,0.0
Cancelled,United Kingdom,One-Time,2021-03-01,0.0
Cancelled,Brasil,Repeat,2023-12-01,0.0
Cancelled,South Korea,Repeat,2023-12-01,0.0
Cancelled,China,One-Time,2021-08-01,0.0
Cancelled,Brasil,Repeat,2022-12-01,0.0
Cancelled,Brasil,One-Time,2023-12-01,0.0
Cancelled,France,Repeat,2021-01-01,0.0
Cancelled,China,Repeat,2023-10-01,0.0
Cancelled,France,One-Time,2023-08-01,0.0
Cancelled,China,Repeat,2023-12-01,0.0
Cancelled,China,Repeat,2023-10-01,0.0
Cancelled,Germany,Repeat,2020-03-01,0.0
Cancelled,Brasil,One-Time,2023-12-01,0.0
Cancelled,China,Repeat,2023-01-01,0.0
Cancelled,China,Repeat,2023-11-01,0.0
Cancelled,China,Repeat,2023-05-01,0.0
Cancelled,United States,Repeat,2023-03-01,0.0
Cancelled,China,Repeat,2022-07-01,0.0
Cancelled,United States,Repeat,2023-04-01,0.0
Cancelled,Brasil,One-Time,2023-06-01,0.0
Cancelled,France,Repeat,2023-05-01,0.0
Cancelled,South Korea,Repeat,2021-01-01,0.0
Cancelled,Brasil,One-Time,2022-06-01,0.0
Cancelled,China,Repeat,2023-12-01,0.0
Cancelled,China,Repeat,2023-11-01,0.0
Cancelled,China,One-Time,2021-09-01,0.0
Cancelled,China,One-Time,2023-04-01,0.0
Cancelled,United States,Repeat,2023-09-01,0.0
Cancelled,China,One-Time,2023-10-01,0.0
Cancelled,China,One-Time,2020-05-01,0.0
Cancelled,United Kingdom,Repeat,2020-03-01,0.0
Cancelled,China,One-Time,2024-01-01,0.0
Cancelled,United States,Repeat,2022-06-01,0.0
Cancelled,United States,Repeat,2022-09-01,0.0
Cancelled,China,Repeat,2021-06-01,0.0
Cancelled,Brasil,Repeat,2023-02-01,0.0
Cancelled,Brasil,One-Time,,0.0
Cancelled,China,Repeat,2022-07-01,0.0
Cancelled,Brasil,One-Time,2021-10-01,0.0
Cancelled,Brasil,One-Time,2023-11-01,0.0
Cancelled,China,One-Time,2019-05-01,0.0
Cancelled,Spain,One-Time,2023-04-01,0.0
Cancelled,China,Repeat,2023-06-01,0.0
Cancelled,Germany,One-Time,2023-06-01,0.0
Cancelled,China,Repeat,2023-09-01,0.0
Cancelled,Brasil,One-Time,2023-12-01,0.0
Cancelled,China,Repeat,2023-12-01,0.0
Cancelled,Belgium,Repeat,2024-01-01,0.0
